id,answer,user_input,answer_category,input_category_guess,relation_tag,expected_range,score_0_100,reason,reviewer,source_tier,sample_weight,noise_reasons
537,迈步,迈步,动作,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
538,运动,先定规则,生活,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
539,进击的巨人,听讲,动漫,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
540,进击的巨人,孤身前往,动漫,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
541,进击的巨人,家常餐,动漫,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
542,进击的巨人,心里一惊,动漫,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
543,远程,不受管束,工作,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
544,连麦,连麦,游戏,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
545,迷茫,零钱,感情,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
546,退避三舍,光年,典故,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
547,那英,那英,歌手,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
548,邮轮,邮轮,旅游,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
549,邯郸学步,刷牙,典故,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
550,郁闷,想叹气,情感,,hint_like_high,70-90,80,关联度较高,,unknown,0.50,
551,郑和,鲲鹏,人物,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
552,酸辣粉,全职猎人,美食,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
553,释怀,不再挂,情感,,hint_like_high,70-90,70,字面意思接近,,unknown,0.50,
554,释怀,化形,情感,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
555,释然,释然,感情,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
556,里程碑,太阳系,工作,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
557,里程碑,里程碑,工作,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
558,里程碑,阶段目标,工作,,hint_like_high,70-90,90,语义相近,,unknown,0.50,
559,重阳,菊花酒,节日,,hint_like_high,70-90,70,重阳节有喝菊花酒的习俗,,unknown,0.50,
560,重阳,鲲鹏,节日,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
561,铃芽之旅,灵笼,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
562,铃芽之旅,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
563,铃芽之旅,龙猫,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
564,银河,亿万恒体,宇宙,,hint_like_high,70-90,80,意思接近但后者非宇宙,,unknown,0.50,
565,银河,焦虑,宇宙,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
566,银魂,幽游白书,动漫,动漫,near_synonym_high,75-90,82,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
567,银魂,樱桃小丸子,动漫,动漫,related_mid,60-75,68,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
568,银魂,龙猫,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
569,销假,销假,工作,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
570,镇魂街,虹猫蓝兔,动漫,动漫,related_mid,60-75,68,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
571,镇魂街,青之驱魔师,动漫,动漫,near_synonym_high,75-90,82,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
572,镇魂街,鬼灭之刃,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
573,阅读,沉浸,学习,,hint_like_high,70-90,80,后者较容易猜测到前者,,unknown,0.50,
574,阅读,骑士,学习,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
575,陈奕迅,陈奕迅,歌手,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
576,陨石,陨石,宇宙,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
577,集章,集章,旅游,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
578,雨水,谷雨,节日,,same_category_mid,60-70,60,有字相同,,unknown,0.50,
579,雪中送炭,貔貅,成语,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
580,雷公,应龙,神话,,same_category_mid,60-70,60,都是神话，但关联度不高,,unknown,0.50,
581,需求,需求,工作,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
582,霜降,侠客,节日,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
583,霜降,霜降,节日,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
584,露台,复盘,旅游,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
585,露台,最美的期待,旅游,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
586,露台,神禽,旅游,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
587,露台,露台,旅游,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
588,露营,搭帐篷,旅游,,hint_like_high,70-90,70,露营包含搭帐篷,,unknown,0.50,
589,青之驱魔师,凿壁借光,动漫,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
590,青之驱魔师,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
591,青之驱魔师,虹猫蓝兔,动漫,动漫,near_synonym_high,75-90,82,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
592,青之驱魔师,鬼灭之刃,动漫,动漫,near_synonym_high,75-90,82,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
593,青花瓷,серд发紧,歌曲,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
594,鞠躬,精卫,动作,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
595,顺水推舟,全力冲,成语,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
596,预习,先熟悉,学习,,hint_like_high,70-90,90,很接近,,unknown,0.50,
597,风之谷,大鱼海棠,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
598,风之谷,罗小黑战记,动漫,动漫,related_mid,60-75,68,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
599,风之谷,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
600,风之谷,鞠躬,动漫,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
601,饺子,饺子,美食,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
602,馄饨,等待对局,美食,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
603,香道,挂起来,文化,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
604,驯熊师,白痴,狼人杀,,same_category_mid,60-70,70,关联度较高,,unknown,0.50,
605,骑士,口述,狼人杀,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
606,鬼灭之刃,白蛇缘起,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
607,鬼灭之刃,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
608,鬼灭之刃,虹猫蓝兔,动漫,动漫,near_synonym_high,75-90,82,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
609,魔女宅急便,进击的巨人,动漫,,same_category_mid,60-70,60,种类相同,,unknown,0.50,
610,鲛,海底歌,神话,,hint_like_high,70-90,80,关联度较高,,unknown,0.50,
611,鲛人,天文,神话,,cross_category_low,0-30,10,二者不搭界,,unknown,0.50,
612,鲛人,麒麟,神话,,same_category_mid,60-70,60,都是神话，但关联度不高,,unknown,0.50,
613,鲲鹏,扶摇直上,神话,,hint_like_high,70-90,80,关联度较高,,unknown,0.50,
614,鸡犬升天,沾光跟着,歇后语,,hint_like_high,70-90,80,意思接近但后者非歇后语,,unknown,0.50,
615,鸡犬升天,郁闷,歇后语,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
616,鸡犬升天,鸡犬升天,歇后语,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
617,鹤立鸡群,看高处,成语,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
618,麒麟,道德经,神话,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
619,麻辣烫,麻辣烫,美食,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
620,麻雀虽小,不缺要素,歇后语,,hint_like_high,70-90,80,内容接近,,unknown,0.50,
621,麻雀虽小,玄女,歇后语,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
622,黄鼠狼拜年,暗藏坏心,歇后语,,hint_like_high,70-90,80,相似度较高,,unknown,0.50,
623,黑洞,惊喜,宇宙,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
624,黔驴技穷,选题,典故,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
