id,answer,user_input,answer_category,input_category_guess,relation_tag,expected_range,score_0_100,reason,reviewer,source_tier,sample_weight,noise_reasons
547,灵笼,天空之城,动漫,,same_category_mid,45-55,50,关联度中等,,unknown,0.50,
548,灵笼,灵笼,动漫,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
549,灵笼,犬夜叉,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
550,灵笼,虹猫蓝兔,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
551,灵笼,鬼灭之刃,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
552,炸鸡,烤鸭,美食,,same_category_mid,65-75,70,种类相同,,unknown,0.50,
553,烤鱼,粥品,美食,,same_category_mid,25-35,30,都是吃的，仅此而已,,unknown,0.50,
554,烤鱼,陶器,美食,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
555,烦闷,依恋,情感,,same_category_mid,25-35,30,都是情感，但关联度不高,,unknown,0.50,
556,烦闷,心酸,情感,,same_category_mid,25-35,30,语义不同,,unknown,0.50,
557,烧饼,外脆内软,美食,,hint_like_high,55-65,60,后者范围过大,,unknown,0.50,
558,热切,断绝退路,情感,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
559,煎饼,甜品,美食,,same_category_mid,25-35,30,都是吃的，仅此而已,,unknown,0.50,
560,熊出没,牺牲,动漫,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
561,熊出没,罗小黑战记,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
562,熊出没,龙猫,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
563,熬夜,晒衣,生活,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
564,熬夜,次日困,生活,,hint_like_high,65-75,70,二者有先后顺序,,unknown,0.50,
565,熬夜,网购,生活,,same_category_mid,15-25,20,关联度低,,unknown,0.50,
566,父亲节,任务,节日,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
567,父亲节,哑巴吃黄连,节日,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
568,犬夜叉,破魔,动漫,,hint_like_high,75-85,80,易于联想,,unknown,0.50,
569,犬夜叉,虹猫蓝兔,动漫,动漫,near_synonym_high,77-87,82,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
570,犬夜叉,青之驱魔师,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
571,犬夜叉,鬼灭之刃,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
572,狐妖小红娘,搞笑,动漫,,hint_like_high,25-35,30,关联度不高,,unknown,0.50,
573,狐妖小红娘,白蛇缘起,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
574,狐妖小红娘,虹猫蓝兔,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
575,狐妖小红娘,银魂,动漫,,same_category_mid,45-55,50,关联度中等,,unknown,0.50,
576,狐妖小红娘,青之驱魔师,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
577,狗咬吕洞宾,狗咬吕洞宾,歇后语,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
578,狗咬吕洞宾,猎魔人,歇后语,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
579,狼王,强换,狼人杀,,hint_like_high,45-55,50,感觉后者根据前者分析的结果，而不是后者猜测前者,,unknown,0.50,
580,狼王,行当,狼人杀,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
581,狼美人,绑线,狼人杀,,hint_like_high,15-25,20,连人更合适，绑线狼人杀没听说,,unknown,0.50,
582,狼骑士,徒劳幻想,狼人杀,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
583,狼骑士,无一落空,狼人杀,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
584,猎魔人,机械狼,狼人杀,,same_category_mid,65-75,70,都为狼人杀，范围接近,,unknown,0.50,
585,猎魔人,梦魇,狼人杀,,same_category_mid,65-75,70,都为狼人杀，范围接近,,unknown,0.50,
586,猪八戒照镜,夹在中间,歇后语,,hint_like_high,65-75,70,语义较为接近，但后者非歇后语,,unknown,0.50,
587,猪八戒照镜,执干戚,歇后语,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
588,猪八戒照镜,瓜田李下,歇后语,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
589,猪八戒照镜,进退失据,歇后语,,hint_like_high,75-85,80,字面意思接近，但后者非歇后语,,unknown,0.50,
590,玄武,黑色,神话,,hint_like_high,45-55,50,玄武是四象之一，代表北方和水，虽然常被描绘为黑色，但并非其唯一特征，,,unknown,0.50,
591,玄鸟,分明清楚,神话,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
592,王安石,李时珍,人物,,same_category_mid,35-45,40,都是历史人物，但关联度不高,,unknown,0.50,
593,王安石,王安石,人物,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
594,王安石,青之驱魔师,人物,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
595,班固,史书,人物,,hint_like_high,75-85,80,后者为事迹，但不单属于前者,,unknown,0.50,
596,理发,做饭,生活,,same_category_mid,15-25,20,都是生活活动，但关联度不高,,unknown,0.50,
597,理发,围布,生活,,hint_like_high,45-55,50,理发包含围布但后者只是前者的一个方面,,unknown,0.50,
598,理发,步行区,生活,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
599,理发,淋浴,生活,,same_category_mid,5-15,10,完全猜不到,,unknown,0.50,
600,理发,理发,生活,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
601,理财,洗衣,生活,,same_category_mid,5-15,10,二者完全不搭界,,unknown,0.50,
602,瓜田李下,老鼠过街,歇后语,,same_category_mid,25-35,30,都是歇后语，但关联度不高,,unknown,0.50,
603,生态,圣诞,学科,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
604,生物,地理,学科,,same_category_mid,45-55,50,关联度中等,,unknown,0.50,
605,生物,梦魇,学科,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
606,画地为牢,自我束缚,成语,,hint_like_high,75-85,80,关联度较高,,unknown,0.50,
607,画江湖,早晨,动漫,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
608,画蛇添足,适得其反,成语,,hint_like_high,65-75,70,仅字面意思接近,,unknown,0.50,
609,画龙点睛,画地为牢,成语,,same_category_mid,25-35,30,都是成语，但关联度不高,,unknown,0.50,
610,疑惑,小幸运,情感,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
611,疲惫,杨千嬅,感情,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
612,白居易,张衡,人物,,same_category_mid,35-45,40,都是历史人物，但关联度不高,,unknown,0.50,
613,白泽,鲲鹏,神话,,same_category_mid,55-65,60,都是神话，但关联度不高,,unknown,0.50,
614,白狼王,邪灵,狼人杀,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
615,白狼王,鲛人,狼人杀,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
616,白虎,玄女,神话,,same_category_mid,55-65,60,都是神话，但关联度不高,,unknown,0.50,
617,白蛇缘起,敬佩,动漫,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
618,白蛇缘起,虹猫蓝兔,动漫,动漫,related_mid,63-73,68,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
619,白蛇缘起,青之驱魔师,动漫,动漫,near_synonym_high,77-87,82,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
620,白露,地表湿,节日,,hint_like_high,75-85,80,意思接近但后者非节日,,unknown,0.50,
621,白露,白露,节日,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
622,百发百中,手感准,成语,,hint_like_high,65-75,70,字面意思接近,,unknown,0.50,
623,皮影,幕后操偶,文化,,hint_like_high,75-85,80,较为接近,,unknown,0.50,
624,皮影,春分,文化,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
625,皮肤,皮肤,游戏,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
626,皮雕,现场呈现,文化,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
627,盘古,盘古,神话,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
628,盘瓠,犬神,神话,,hint_like_high,65-75,70,同类型,,unknown,0.50,
629,盘腿,坐定,动作,,hint_like_high,65-75,70,字面意思有关联系,,unknown,0.50,
630,盲人摸象,盲人摸象,成语,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
631,相声,包袱连连,文化,,hint_like_high,75-85,80,关联度较高,,unknown,0.50,
632,相柳,刑天,神话,,same_category_mid,35-45,40,都是神话，但关联度不高,,unknown,0.50,
633,相柳,西王母,神话,,same_category_mid,35-45,40,都是神话，但关联度不高,,unknown,0.50,
634,相柳,邓紫棋,神话,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
635,看展,坐船,旅游,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
636,真挚,情感纯粹,情感,,hint_like_high,75-85,80,关联度较高,,unknown,0.50,
637,真空,轨道,宇宙,,same_category_mid,25-35,30,都是宇宙相关，但关联度不高,,unknown,0.50,
638,瞎子摸象,铁公鸡,歇后语,,same_category_mid,25-35,30,都是歇后语，但关联度不高,,unknown,0.50,
639,石像鬼,狼王,狼人杀,,same_category_mid,65-75,70,都为狼人杀，范围接近,,unknown,0.50,
640,石像鬼,石像鬼,狼人杀,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
641,石雕,篆刻,文化,,same_category_mid,35-45,40,都是文化，但关联度不高,,unknown,0.50,
642,破釜沉舟,居安思危,典故,,same_category_mid,25-35,30,都是历史典故，但关联度不高,,unknown,0.50,
643,碑刻,篾条成形,文化,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
644,社会,人群,学科,,hint_like_high,45-55,50,关联度中等,,unknown,0.50,
645,社火,民间踩街,文化,,hint_like_high,35-45,40,社火包含民间踩街但后者关联度确实不高,,unknown,0.50,
646,祖冲之,讨论,人物,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
647,祭司,热乎,狼人杀,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
648,禁锢者,驯熊师,狼人杀,,same_category_mid,65-75,70,都为狼人杀，范围接近,,unknown,0.50,
649,离职,冬至,工作,,cross_category_low,0-8,3,二者不搭界,,unknown,0.50,
650,秃子头上,平和,歇后语,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
651,秃子头上,无遮无掩,歇后语,,hint_like_high,65-75,70,字面意思接近,,unknown,0.50,
652,租房,合同,生活,,hint_like_high,45-55,50,后者范围较广,,unknown,0.50,
653,租房,拍照,生活,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
654,租车,托运,旅游,,same_category_mid,15-25,20,二者关联度低,,unknown,0.50,
655,租车,集章,旅游,,same_category_mid,35-45,40,都是旅游，但关联度不高,,unknown,0.50,
656,秦始皇,烤鸭,人物,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
657,秦时明月,喜羊羊,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
658,秦时明月,罗小黑战记,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
659,秦时明月,虹猫蓝兔,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
660,秦时明月,随从群,动漫,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
661,秧歌,扭动队列,文化,,hint_like_high,65-75,70,关联度中等,,unknown,0.50,
662,秧歌,热闹队伍,文化,,hint_like_high,55-65,60,有关联但不高,,unknown,0.50,
663,稻香,告白,歌曲,,same_category_mid,55-65,60,关联度中等,,unknown,0.50,
664,稻香,攀向高处,歌曲,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
665,稻香,网球王子,歌曲,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
666,立冬,后来,节日,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
667,立冬,寒意重,节日,,hint_like_high,85-95,90,关联度较高,,unknown,0.50,
668,竹海,风起摇曳,风景,,hint_like_high,35-45,40,风吹过竹子,,unknown,0.50,
669,策略,博弈思考,游戏,,hint_like_high,45-55,50,关联度中等,,unknown,0.50,
670,策略,排兵布阵,游戏,,hint_like_high,65-75,70,后者属于前者一种,,unknown,0.50,
671,签证,指鹿为马,旅游,,cross_category_low,0-9,4,都是旅游，但关联度不高,,unknown,0.50,
672,管理,执行,学科,,hint_like_high,45-55,50,管理包含执行但后者只是前者的一个方面,,unknown,0.50,
673,篆书,字形古雅,文化,,hint_like_high,65-75,70,包含,,unknown,0.50,
674,篆书,篆刻,文化,,same_category_mid,35-45,40,都是历史文化，但关联度不高,,unknown,0.50,
675,篆刻,花海,文化,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
676,粥品,清淡,美食,,hint_like_high,45-55,50,关联度中等,,unknown,0.50,
677,粥品,粥品,美食,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
678,粽子,对牛弹琴,美食,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
679,粽子,粽子,美食,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
680,糖葫芦,冰晶壳,美食,,hint_like_high,55-65,60,外观描述,,unknown,0.50,
681,糖葫芦,火属性,美食,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
682,紧张,焦虑,感情,,same_category_mid,25-35,30,语义不同,,unknown,0.50,
683,红猪,大鱼海棠,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
684,红猪,星游记,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
685,红猪,海贼王,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
686,红豆,温柔,歌曲,,hint_like_high,25-35,30,后者仅是前者的一种情绪表达，关联度不高,,unknown,0.50,
687,红豆,轨道群,歌曲,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
688,纸上谈兵,拓印,典故,,cross_category_low,0-8,3,二者不搭界,,unknown,0.50,
689,纸上谈兵,望梅止渴,典故,,same_category_mid,25-35,30,都是历史典故，但关联度不高,,unknown,0.50,
690,纸上谈兵,期待,典故,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
691,纸里包火,鬼狐故事,歇后语,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
692,练习,阅读,学习,,same_category_mid,25-35,30,关联度低,,unknown,0.50,
693,网球王子,游戏王,动漫,,same_category_mid,45-55,50,关联度中等,,unknown,0.50,
694,网球王子,罗小黑战记,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
695,网球王子,虹猫蓝兔,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
696,网球王子,铃芽之旅,动漫,,same_category_mid,45-55,50,关联度中等,,unknown,0.50,
697,美少女战士,变身,动漫,,hint_like_high,35-45,40,变身只是美少女战士的一个元素,,unknown,0.50,
698,美少女战士,咒术回战,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
699,美少女战士,犬夜叉,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
700,美少女战士,银魂,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
701,美术,骑士,学科,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
702,羞涩,跳跃,情感,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
703,羡慕,惊讶,感情,,same_category_mid,25-35,30,都是情感，但关联度不高,,unknown,0.50,
704,羡慕,眼红,感情,,hint_like_high,85-95,90,非常接近了,,unknown,0.50,
705,翻滚,抬头,动作,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
706,翻译,翻译,学习,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
707,老子,函谷关,人物,,hint_like_high,75-85,80,后者易于联想到前者,,unknown,0.50,
708,考试,鬼怪装,学习,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
709,肉夹馍,烤鱼,美食,,same_category_mid,25-35,30,都是吃的，仅此而已,,unknown,0.50,
710,肉夹馍,越剧,美食,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
711,背水一战,退无可退,典故,,hint_like_high,75-85,80,环境相同,,unknown,0.50,
712,背水一战,闻鸡起舞,典故,,same_category_mid,25-35,30,关联度低,,unknown,0.50,
713,背水一战,高山流水,典故,,same_category_mid,25-35,30,都是历史典故，但关联度不高,,unknown,0.50,
714,背诵,朗读,学习,,same_category_mid,35-45,40,都是学习，但关联度不高,,unknown,0.50,
715,自检,打包,工作,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
716,自相矛盾,拿鸡毛,成语,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
717,自相矛盾,杯弓蛇影,成语,,same_category_mid,25-35,30,关联度低,,unknown,0.50,
718,自驾,路线随定,旅游,,hint_like_high,35-45,40,有关联但是很难联想,,unknown,0.50,
719,舞狮,托运,文化,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
720,舞狮,龙舟,文化,,same_category_mid,35-45,40,都是文化，但关联度不高,,unknown,0.50,
721,船到桥头,剑术,歇后语,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
722,船到桥头,终会解决,歇后语,,hint_like_high,75-85,80,语义接近,,unknown,0.50,
723,花木兰,巾帼英雄,人物,,hint_like_high,65-75,70,包含关系,,unknown,0.50,
724,花田,夜色,风景,,same_category_mid,25-35,30,都是风景，但关联度不高,,unknown,0.50,
725,花鼓,京剧,文化,,same_category_mid,35-45,40,都是文化，但关联度不高,,unknown,0.50,
726,花鼓,踏步节奏,文化,,hint_like_high,55-65,60,关联度中等,,unknown,0.50,
727,苏轼,居安思危,人物,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
728,苏轼,抬头,人物,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
729,苏轼,美食家,人物,,hint_like_high,25-35,30,后者很难联想,,unknown,0.50,
730,苦闷,愤怒,感情,,same_category_mid,55-65,60,情感强度不同,,unknown,0.50,
731,范仲淹,秦始皇,人物,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
732,草原,林间,风景,,same_category_mid,25-35,30,都是风景，但关联度不高,,unknown,0.50,
733,草原,海浪,风景,,same_category_mid,25-35,30,语义不够接近,,unknown,0.50,
734,草船借箭,计谋,典故,,hint_like_high,65-75,70,后者包含前者,,unknown,0.50,
735,落座,踢踏,动作,,same_category_mid,15-25,20,二者不搭界,,unknown,0.50,
736,蒲松龄,联机,人物,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
737,蔡依林,发呆,歌手,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
738,薛之谦,满足,歌手,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
739,蛋挞,自豪,美食,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
740,蜡笔小新,哆啦A梦,动漫,动漫,near_synonym_high,77-87,82,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
741,蜡笔小新,妖精尾巴,动漫,动漫,near_synonym_high,77-87,82,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
742,蜡笔小新,罗小黑战记,动漫,动漫,related_mid,63-73,68,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
743,螺蛳粉,冬至,美食,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
744,血月使者,茶园,狼人杀,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
745,行星,超新星,宇宙,,same_category_mid,35-45,40,都是宇宙相关，但关联度不高,,unknown,0.50,
746,觅食,引力,旅游,,cross_category_low,0-8,3,二者不搭界,,unknown,0.50,
747,视角,烤鸭,游戏,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
748,视角,镜头位置,游戏,,hint_like_high,75-85,80,词义上接近，但后者只是前者的一个方面,,unknown,0.50,
749,解答,看风景,学习,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
750,解谜,升级,游戏,,same_category_mid,35-45,40,都是游戏，但关联度不高,,unknown,0.50,
751,触龙说赵,祭灶,典故,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
752,言叶之庭,治愈,动漫,,hint_like_high,25-35,30,后者是前者的一个情感，但很难联想到前者,,unknown,0.50,
753,言叶之庭,画江湖,动漫,,same_category_mid,35-45,40,都是历史人物，但关联度不高,,unknown,0.50,
754,计算,代码实现,学科,,hint_like_high,25-35,30,关联度不高,,unknown,0.50,
755,计算,大雪,学科,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
756,计算,编码开发,学科,,hint_like_high,55-65,60,关联度中等,,unknown,0.50,
757,订房,亮起来,旅游,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
758,订房,确认日期,旅游,,hint_like_high,45-55,50,关联度中等,,unknown,0.50,
759,讨论,鲁迅,学习,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
760,记忆,流星雨,学习,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
761,许嵩,邓紫棋,歌手,,same_category_mid,35-45,40,都是歌手，但关联度不高,,unknown,0.50,
762,评审,镇魂街,工作,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
763,评弹,书场表演,文化,,hint_like_high,85-95,90,很接近,,unknown,0.50,
764,评弹,降雨量,文化,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
765,评弹,龙舟,文化,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
766,语文,地质,学科,,same_category_mid,35-45,40,都是学科，但关联度不高,,unknown,0.50,
767,诸葛亮,出师表,人物,,hint_like_high,90-100,95,出师表直接能联想到诸葛亮,,unknown,0.50,
768,诸葛亮,卧龙,人物,,hint_like_high,94-100,99,二者几乎相等,,unknown,0.50,
769,读书,通风,生活,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
770,豆花,勺舀,美食,,hint_like_high,45-55,50,后者为前者的动作行为,,unknown,0.50,
771,豆花,火锅,美食,,same_category_mid,25-35,30,都是吃的，仅此而已,,unknown,0.50,
772,负荆请罪,三令五申,典故,,same_category_mid,25-35,30,都是历史典故，但关联度不高,,unknown,0.50,
773,负荆请罪,推挡,典故,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
774,购物,比价,生活,,hint_like_high,55-65,60,关联度中等,,unknown,0.50,
775,走位,走位,游戏,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
776,走位,躲技能,游戏,,hint_like_high,85-95,90,很接近,,unknown,0.50,
777,起床,通话,生活,,same_category_mid,15-25,20,二者不搭界,,unknown,0.50,
778,起身,俯卧,动作,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
779,趁热打铁,趁热打铁,成语,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
780,超新星,星系,宇宙,,same_category_mid,35-45,40,都是宇宙相关，但关联度不高,,unknown,0.50,
781,超新星,轨道,宇宙,,same_category_mid,15-25,20,二者关联度低,,unknown,0.50,
782,越剧,委屈,文化,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
783,越剧,纸鸢,文化,,same_category_mid,35-45,40,都是历史文化，但关联度不高,,unknown,0.50,
784,跟踪,杜甫,工作,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
785,跳跃,落地缓冲,动作,,hint_like_high,55-65,60,关联度中等,,unknown,0.50,
786,跳跃,跳跃,动作,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
787,踮脚,前掌起,动作,,hint_like_high,35-45,40,字面意思有关联，但很难联系那个动作,,unknown,0.50,
788,踮脚,拓印,动作,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
789,转机,免税,旅游,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
790,转机,刺绣,旅游,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
791,轻松,盘古,感情,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
792,过图,进下关,游戏,,hint_like_high,55-65,60,还是不好猜到,,unknown,0.50,
793,迈步,移动,动作,,hint_like_high,60-70,65,迈步确实会产生移动,,unknown,0.50,
794,迈步,迈步,动作,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
795,运动,先定规则,生活,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
796,运动,通勤,生活,,same_category_mid,5-15,10,二者不搭界,,unknown,0.50,
797,进击的巨人,听讲,动漫,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
798,进击的巨人,孤身前往,动漫,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
799,进击的巨人,家常餐,动漫,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
800,进击的巨人,心里一惊,动漫,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
801,远程,不受管束,工作,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
802,远程,离职,工作,,same_category_mid,35-45,40,都是工作，但关联度不高,,unknown,0.50,
803,连击,教程,游戏,,same_category_mid,15-25,20,都是游戏活动，但关联度不高,,unknown,0.50,
804,连麦,连麦,游戏,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
805,迷茫,零钱,感情,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
806,追剧,下一集,生活,,hint_like_high,45-55,50,关联度中等,,unknown,0.50,
807,追剧,打扫,生活,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
808,退避三舍,光年,典故,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
809,通话,养宠,生活,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
810,通话,理财,生活,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
811,逛馆,展厅,旅游,,hint_like_high,55-65,60,联想度不够,,unknown,0.50,
812,逛馆,展品,旅游,,hint_like_high,55-65,60,关联度够了，但是二者词性不同,,unknown,0.50,
813,那英,那英,歌手,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
814,邮轮,看夜景,旅游,,same_category_mid,35-45,40,语义不同,,unknown,0.50,
815,邮轮,邮轮,旅游,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
816,邯郸学步,刷牙,典故,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
817,郁闷,惋惜,情感,,same_category_mid,25-35,30,语义不同,,unknown,0.50,
818,郁闷,想叹气,情感,,hint_like_high,75-85,80,关联度较高,,unknown,0.50,
819,郁闷,热切,情感,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
820,郑和,鲲鹏,人物,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
821,酸辣粉,全职猎人,美食,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
822,释怀,不再挂,情感,,hint_like_high,65-75,70,字面意思接近,,unknown,0.50,
823,释怀,化形,情感,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
824,释然,释然,感情,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
