text_a,text_b,score
陨石,全职高手,0.09
管理,秀才遇鬼,0.21
百发百中,战绩,0.1
罗小黑战记,美少女战士,0.48
登楼,挤压,0.26
热切,狼人,0.2
掉落,圣诞,0.28
上线,毛遂自荐,0.25
大鱼海棠,白蛇缘起,0.52
海湾,狼人,0.21
匆匆那年,同舟共济,0.15
卧薪尝胆,守夜人,0.14
秦始皇,最美的期待,0.12
空间站,臭豆腐,0.15
洗漱,狐妖小红娘,0.26
里程碑,庄子,0.23
端午,相声,0.23
岳飞,臭豆腐,0.21
判官,泥菩萨过,0.16
草船借箭,狐妖小红娘,0.2
自驾,稻田,0.25
井然有序,思念,0.26
羡慕,蒲松龄,0.09
芒种,洗衣,0.17
羞涩,羞愧,0.63
圣诞,观光,0.21
羡慕,立夏,0.23
命运之夜,材料,0.08
海王星,风车,0.15
卧薪尝胆,美术,0.13
陨石,陨石,0.99
古镇,三顾茅庐,0.13
麒麟,滑行,0.12
欣喜,弯腰,0.24
立秋,秋分,0.79
小幸运,后来我们,0.88
解答,昆曲,0.12
对症下药,对症下药,0.99
汇报,小溪,0.14
伤心,悲伤,0.79
匹配,拿鸡毛,0.26
谭维维,那英,0.81
张杰,孙燕姿,0.83
淡定,灵笼,0.21
哪吒,欣慰,0.15
红移,祭司,0.13
张信哲,刘德华,0.87
孤寂,孤寂,0.99
杨千嬅,刻舟求剑,0.15
守口如瓶,流星雨,0.12
登机,共工,0.13
林俊杰,孙燕姿,0.81
那英,张学友,0.79
引力,望梅止渴,0.13
元宵,灯谜,0.2
梁静茹,张杰,0.83
狗咬吕洞宾,母亲节,0.12
过图,背水一战,0.25
狗尾续貂,狗尾续貂,0.99
伸手,小年,0.15
冰淇淋,京剧,0.16
石桥,卧薪尝胆,0.1
汉堡,害怕,0.08
煎饼,皮影,0.13
茶园,晾晒,0.28
龙珠,龙珠,0.99
草原,纸上谈兵,0.18
船到桥头,翻译,0.14
八仙过海,竹海,0.18
峡谷,元宵,0.1
青龙,牧场,0.25
樱桃小丸子,喜羊羊,0.88
同舟共济,王菲,0.12
手柄,圣斗士,0.09
春节,命运之夜,0.14
屈原,兴奋,0.09
立秋,走位,0.28
周报,超新星,0.14
天空之城,妖精尾巴,0.59
破釜沉舟,收拾,0.15
陈奕迅,张信哲,0.85
溪流,归纳,0.21
饺子,刘德华,0.12
小满,全职猎人,0.28
王菲,免税,0.13
冷淡,一人之下,0.11
儿童节,儿童节,0.99
周杰伦,薛之谦,0.79
火影,排球少年,0.56
引力波,石像鬼,0.1
龙舟,清明,0.24
陈奕迅,王力宏,0.84
俯身,陈奕迅,0.25
粽子,翻滚,0.15
溪流,自检,0.21
火影,秋分,0.14
名不副实,协同,0.24
庙会,沙漠,0.24
舞狮,冲茶,0.27
杨戬,喜悦,0.27
泥塑,技能,0.16
归纳,母亲节,0.09
写论文,叶公好龙,0.09
白泽,瓜田李下,0.15
淋浴,惊讶,0.12
三令五申,罗小黑战记,0.26
复活,狗尾续貂,0.15
做家务,鲲鹏,0.25
万圣节,组队,0.23
陶瓷,单机,0.2
公会,立夏,0.11
林俊杰,周深,0.82
焦虑,拍照,0.14
答辩,白虎,0.23
持之以恒,猪八戒照镜,0.1
负薪读书,皮影,0.22
升级,一人之下,0.22
压抑,海湾,0.16
刮骨疗毒,刮骨疗毒,0.99
挥手,写作,0.13
月饼,鹤立鸡群,0.13
教育,孤寂,0.1
盗贼,测绘,0.12
花鼓,夜色,0.23
刀剑神域,虹猫蓝兔,0.85
嫦娥,小行星,0.12
告白气球,告白,0.78
挟天子,卫星,0.11
告白气球,最美的期待,0.8
滥竽充数,麻花,0.09
匆匆那年,十年,0.64
海湾,李清照,0.19
晒衣,惊恐,0.19
管理,你的名字,0.24
祖冲之,玄武,0.21
舞狮,听写,0.26
负荆请罪,动物,0.22
糖葫芦,上课,0.1
借刀杀人,日报,0.21
太阳系,最美的期待,0.21
药学,碑刻,0.21
杨千嬅,那英,0.8
预言家,管理,0.11
李清照,打卡,0.26
合成,龙珠,0.16
喜悦,夜游,0.12
沙漠,血月使者,0.13
心酸,七夕,0.22
招聘,井水不犯,0.1
牛排,琴棋,0.21
班固,班固,0.99
委屈,委屈,0.99
林俊杰,物理,0.2
黔驴技穷,玄鸟,0.08
云雾,喜悦,0.22
井底之蛙,井底之蛙,0.99
王力宏,邓紫棋,0.91
油菜花,命运之夜,0.27
高山流水,逛馆,0.26
挤压,孟子,0.13
白居易,坐船,0.11
租车,租车,0.99
小葱拌豆腐,小葱拌豆腐,0.99
湖泊,逻辑,0.2
处暑,立冬,0.63
张学友,陈奕迅,0.79
风车,语文,0.09
收拾,秀才遇鬼,0.12
碑刻,碑刻,0.99
全职猎人,龙珠,0.62
竹海,名不副实,0.15
月食,画蛇添足,0.17
全职高手,跳跃,0.11
查阅,查阅,0.99
喜悦,欣喜,0.52
斗罗大陆,幽游白书,0.5
薛之谦,孙燕姿,0.8
杨千嬅,周深,0.63
负荆请罪,焦虑,0.19
张信哲,杨千嬅,0.86
星系,对接,0.26
望梅止渴,望梅止渴,0.99
交付,语文,0.15
杨千嬅,邓紫棋,0.56
阅读,鸡犬升天,0.15
闻鸡起舞,禁锢者,0.25
网球王子,排球少年,0.85
鸡犬升天,煎饼,0.14
银魂,匆匆那年,0.15
收拾,冰川,0.18
手柄,悬崖,0.08
湖畔,犬夜叉,0.08
幽游白书,最美的期待,0.27
貔貅,刘德华,0.25
震惊,杯弓蛇影,0.21
虹猫蓝兔,瞎子摸象,0.23
小年,牧场,0.17
最美的期待,告白气球,0.91
陈奕迅,薛之谦,0.84
黔驴技穷,八仙过海,0.23
晚睡,月食,0.17
坦诚,坦诚,0.99
淡定,刺客伍六七,0.14
张杰,刘德华,0.87
你的名字,露营,0.2
生物,生物,0.99
相柳,相柳,0.99
释然,翻译,0.08
负荆请罪,惊讶,0.27
蹲下,黑执事,0.25
寒露,彩陶,0.24
虹猫蓝兔,熊出没,0.48
写论文,立夏,0.27
暗物质,一拳超人,0.15
压抑,虹猫蓝兔,0.2
船到桥头,秧歌,0.22
体面,宇宙,0.15
轨道,白狼,0.09
张杰,林俊杰,0.81
单刀赴会,登顶,0.13
杨戬,开心,0.14
陈奕迅,蔡依林,0.79
负荆请罪,负荆请罪,0.99
外卖,勇气,0.27
完璧归赵,你的名字,0.13
煎饼,孙燕姿,0.15
祭司,副本,0.1
狼美人,百发百中,0.24
机械狼,露营,0.1
龙舟,元宵,0.25
薛之谦,蔡依林,0.88
祭司,瞎子摸象,0.17
沙漠,听课,0.12
考试,孤独,0.1
梁静茹,一拳超人,0.13
锦上添花,红移,0.1
三明治,排期,0.09
红猪,猫哭耗子,0.17
评审,黑洞,0.24
青之驱魔师,鬼灭之刃,0.59
愉快,开心,0.83
默写,默写,0.99
星球,星球,0.99
林俊杰,谭维维,0.82
杨千嬅,谭维维,0.8
劳动节,劳动节,0.99
蔡依林,刘德华,0.89
李白,烦闷,0.14
倒挂,公会,0.25
旋转,生态,0.09
立冬,守护神,0.1
梦魇,王羲之,0.28
赶鸭子上架,朱雀,0.11
粥品,船到桥头,0.13
踮脚,白狼,0.09
判官,判官,0.99
刘德华,林俊杰,0.87
立秋,地质,0.18
惊讶,抽卡,0.2
美少女战士,温馨,0.1
暴击,交付,0.16
沙漠,过图,0.24
皮肤,瞎子戴眼镜,0.25
赶鸭子上架,答辩,0.21
招聘,邓紫棋,0.12
国画,搬家,0.15
龙珠,全职猎人,0.55
豆腐,豆腐,0.99
泡澡,西王母,0.12
评书,和尚打伞,0.15
张衡,租房,0.26
春分,秋分,0.52
馄饨,评弹,0.1
暗能量,暗能量,0.99
立春,挟天子,0.13
立项,悬梁刺股,0.22
刀剑神域,晴天,0.13
组队,气象,0.14
匆匆那年,起风了,0.88
惊喜,十年,0.21
蔡依林,毛不易,0.88
妖精尾巴,虹猫蓝兔,0.6
理解,夏目友人帐,0.27
冬至,轮岗,0.2
刘德华,王力宏,0.89
王菲,大暑,0.19
张学友,杨千嬅,0.86
屈原,屈原,0.99
海岸,先知,0.21
做笔记,峡谷,0.22
守墓人,答辩,0.19
登顶,对齐,0.11
望远镜,划点,0.24
烦闷,取件,0.26
小满,井底青蛙,0.08
卧冰求鲤,卧冰求鲤,0.99
邓紫棋,薛之谦,0.91
言叶之庭,你的名字,0.63
周杰伦,王力宏,0.78
花灯,天体,0.1
熬夜,苏轼,0.18
摇头,大暑,0.12
喜羊羊,喜羊羊,0.99
孙燕姿,王菲,0.87
理解,腾挪,0.14
立秋,处暑,0.88
日出,农学,0.12
昆曲,理解,0.21
释怀,释然,0.62
李荣浩,毛不易,0.8
梁静茹,周深,0.79
踮脚,归纳,0.22
泥塑,泥塑,0.99
考试,薛之谦,0.18
馄饨,坐船,0.28
篆刻,铁公鸡,0.26
哑巴吃黄连,火锅,0.16
落座,感动,0.25
羞涩,井然有序,0.11
蔡依林,陈奕迅,0.8
骑士,青铜,0.23
不良人,数码宝贝,0.46
震惊,行星,0.16
夜游,图穷匕见,0.09
女魃,丢垃圾,0.1
小幸运,觅食,0.22
白泽,做笔记,0.18
林俊杰,周杰伦,0.86
烦闷,郁闷,0.84
下线,首领,0.13
火影,镇魂街,0.49
汇报,挥手,0.22
背诵,预言家,0.24
伤心,烤鱼,0.09
处暑,汇总,0.19
金星,刷本,0.12
薛之谦,狼狈为奸,0.25
曹操,判官,0.19
名侦探柯南,化学,0.14
范仲淹,晚霞,0.17
喜羊羊,盘瓠,0.16
王羲之,挑灯夜战,0.24
请假,楹联,0.14
战绩,红豆,0.18
惆怅,蚩尤,0.18
破釜沉舟,破釜沉舟,0.99
肉夹馍,评书,0.17
竹编,一箭双雕,0.26
那英,梁静茹,0.89
儿童节,狼人,0.11
篆书,俯身,0.26
青之驱魔师,宇宙,0.17
瞎子摸象,糖葫芦,0.16
搬家,攻略,0.14
阅读,退避三舍,0.16
卧薪尝胆,平静,0.16
奶茶,轮岗,0.23
自检,满足,0.18
依恋,新手,0.21
激昂,月球,0.13
森林,惆怅,0.15
全职猎人,记忆,0.08
刘德华,张信哲,0.9
梯田,羡慕,0.15
玄鸟,会议,0.12
免税,沙漠,0.21
汇总,泡汤,0.19
李荣浩,薛之谦,0.8
程门立雪,首领,0.21
张杰,张学友,0.89
汉堡,经济,0.18
复盘,惆怅,0.21
诸葛亮,疑惑,0.22
泡澡,梁静茹,0.27
樱花,你的名字,0.22
评书,倒挂,0.09
逛馆,共工,0.15
汉堡,画江湖,0.22
精卫,淡定,0.17
林俊杰,陈奕迅,0.9
摇头,闻鸡起舞,0.19
行星,老马识途,0.23
守株待兔,王羲之,0.16
入职,立夏,0.23
释然,释然,0.99
露营,大鱼海棠,0.22
星游记,天空之城,0.56
王安石,龙猫,0.27
小满,惊恐,0.27
周深,一鸣惊人,0.17
果汁,激昂,0.13
大暑,通灵师,0.16
露营,极光,0.23
跳跃,晾晒,0.28
李荣浩,那英,0.8
白虎,海洋,0.13
理财,社火,0.11
犬夜叉,演示,0.23
潜狼,伸手,0.24
祝融,名不副实,0.21
网球王子,网球王子,0.99
木星,背水一战,0.18
古镇,交付,0.21
气象,掉落,0.19
惊恐,惊恐,0.99
历史,毛不易,0.09
完璧归赵,医学,0.16
打卡,孤寂,0.23
大禹,麻花,0.21
按部就班,震撼,0.23
哆啦A梦,物理,0.24
羞愧,瀑布,0.25
护肤,模拟,0.28
大鱼海棠,温柔,0.15
儿童节,哆啦A梦,0.23
王菲,刘德华,0.89
一鸣惊人,做题,0.2
背诵,麒麟,0.17
许嵩,毛不易,0.84
卧冰求鲤,冲茶,0.21
班固,银河,0.25
图穷匕见,魔术师,0.08
周深,周深,0.99
轮岗,伤心,0.27
杨千嬅,陈奕迅,0.84
代数,预备役,0.22
孤独,法学,0.11
青之驱魔师,斗罗大陆,0.92
弓步,幽游白书,0.18
单刀赴会,机械狼,0.24
毛不易,郑板桥,0.1
顺水推舟,代数,0.27
星球,孙燕姿,0.23
樱桃小丸子,讨论,0.12
东京喰种,评审,0.27
法学,面条,0.15
郑板桥,惬意,0.22
晴天,匆匆那年,0.84
张信哲,毛不易,0.84
狼美人,玄女,0.12
伸展,西王母,0.1
摘记,一箭双雕,0.25
立春,王菲,0.14
竹海,夸父,0.24
搬家,日出,0.14
惊喜,樱桃小丸子,0.23
孔子,劳动节,0.11
守墓人,委屈,0.11
楹联,母亲节,0.14
出境,抽卡,0.2
邓紫棋,邓紫棋,0.99
祖冲之,杯水车薪,0.18
铃芽之旅,模拟,0.15
张学友,蔡依林,0.86
王安石,平静,0.16
图穷匕见,猪八戒照镜,0.14
毛不易,刘德华,0.82
立夏,喜羊羊,0.1
盘瓠,预言家,0.27
手柄,龙珠,0.16
蔡依林,杨千嬅,0.92
王菲,张学友,0.81
逛街,复盘,0.09
星游记,入职,0.16
洗漱,青之驱魔师,0.27
周深,毛不易,0.62
平凡之路,平凡之路,0.99
十年,民宿,0.22
晴天,后来,0.92
民宿,溪流,0.11
王菲,陈奕迅,0.91
评弹,蚩尤,0.21
白狼王,全职高手,0.15
白狼,狼人,0.78
夏至,实验,0.15
周杰伦,陈奕迅,0.86
祝融,拍手,0.09
旋转,祝融,0.21
王力宏,蔡依林,0.92
狐妖小红娘,黑洞,0.23
掩耳盗铃,感恩节,0.14
青龙,玄武,0.52
黑洞,记忆,0.19
狼美人,刺绣,0.09
豆浆,自豪,0.16
排位,王力宏,0.13
李清照,午休,0.13
相声,代数,0.12
洗漱,铁公鸡,0.26
失落,听讲,0.1
纪念品,园艺,0.15
网购,购物,0.89
红豆,起风了,0.88
换汇,锦上添花,0.25
梁静茹,夏目友人帐,0.63
十年,红豆,0.89
苦闷,烤鸭,0.14
刺客伍六七,刺客伍六七,0.99
勇气,追剧,0.1
进击的巨人,欣慰,0.23
王勃,天体,0.12
碑刻,秋分,0.12
匆匆那年,柳宗元,0.1
梁静茹,邓紫棋,0.48
平凡之路,魔女宅急便,0.56
毛不易,许嵩,0.8
趁热打铁,趁热打铁,0.99
行李,悬梁刺股,0.09
昆曲,露营,0.11
邓紫棋,张杰,0.81
阅读,小暑,0.27
喜羊羊,樱桃小丸子,0.89
解谜,杨戬,0.19
咒术回战,全职猎人,0.46
火影,看展,0.23
生物,解答,0.19
犬夜叉,司马迁,0.11
西王母,负薪读书,0.15
杜甫,平凡之路,0.16
做梦,大暑,0.28
朱雀,真空,0.19
高山流水,混血儿,0.27
名不副实,释怀,0.14
通勤,王羲之,0.25
园艺,真空,0.2
思念,寿司,0.09
欣慰,转身,0.16
测绘,井底青蛙,0.11
打扫,感恩节,0.22
银河,无奈,0.17
后来我们,匆匆那年,0.81
轻松,村民,0.22
邯郸学步,泥菩萨过,0.23
值机,值机,0.99
猫哭耗子,依恋,0.23
祝融,数码宝贝,0.09
王力宏,梁静茹,0.91
听讲,听讲,0.99
毛不易,李荣浩,0.8
复习,叶公好龙,0.21
盘古,实验,0.23
漫步,亡羊补牢,0.13
樱桃小丸子,蜡笔小新,0.84
死神,迷茫,0.21
魔女宅急便,蜻蜓点水,0.11
做笔记,理财,0.26
露台,蜡笔小新,0.14
排球少年,网球王子,0.88
太阳系,死神,0.18
谭维维,陈奕迅,0.84
托运,理发,0.16
精卫,美少女战士,0.26
纸上谈兵,震撼,0.11
国庆,卧薪尝胆,0.1
雪峰,亡羊补牢,0.14
毛不易,薛之谦,0.82
晴天,图穷匕见,0.24
行星,庙会,0.26
周杰伦,蔡依林,0.88
百发百中,欣赏,0.09
订房,狼人,0.12
火影,园艺,0.24
天气之子,平静,0.17
演示,凿壁借光,0.16
雪峰,猫哭耗子,0.26
围魏救赵,泡汤,0.12
一人之下,不良人,0.87
复盘,土星,0.17
司马迁,盗贼,0.17
张学友,张杰,0.87
立冬,熊出没,0.18
烧饼,烧饼,0.99
儿童节,签证,0.26
麒麟,天空之城,0.19
风之谷,同舟共济,0.27
豆腐,海王星,0.27
托运,咖喱,0.11
玄鸟,欣慰,0.24
岳飞,联机,0.09
上网,司马光,0.17
攻略,音乐,0.26
匆匆那年,晴天,0.88
文天祥,冰淇淋,0.11
落地,沙盒,0.16
做家务,打扫,0.89
心疼,对症下药,0.26
范仲淹,工程,0.26
芒种,催办,0.16
测绘,皮雕,0.15
地理,樱花,0.27
登顶,编钟,0.2
张信哲,陈奕迅,0.86
夸父,远程,0.13
解谜,天王星,0.15
邓紫棋,毛不易,0.91
周杰伦,毛不易,0.88
做实验,做实验,0.99
登机,瓜田李下,0.12
三明治,方案,0.26
晚霞,组队,0.18
安检,安检,0.99
毛遂自荐,熬夜,0.12
踮脚,踮脚,0.99
失落,签证,0.27
鬼灭之刃,立秋,0.25
平和,峡谷,0.24
万圣节,行星,0.12
持之以恒,预习,0.11
孟子,孟子,0.99
汇总,心酸,0.14
高山流水,礁石,0.26
海贼王,天空之城,0.86
滥竽充数,复盘,0.2
湖畔,国庆,0.09
云雾,开心,0.13
谭维维,测试,0.17
玄鸟,连麦,0.14
小满,瞎子摸象,0.15
地理,外星人,0.19
披萨,抽卡,0.12
妖精尾巴,碑刻,0.23
孙燕姿,张信哲,0.86
刘德华,蔡依林,0.89
平凡之路,愧疚,0.2
井水不犯,烧烤,0.12
材料,银魂,0.13
张衡,魔女宅急便,0.19
做作业,张衡,0.28
林俊杰,梁静茹,0.8
狼美人,伏羲,0.12
立秋,围魏救赵,0.24
