text_a,text_b,score
竹海,猎魔人,0.18
馄饨,甜品,0.83
泡澡,搬家,0.86
草甸,极光,0.92
青花瓷,林俊杰,0.67
满足,惆怅,0.88
卧薪尝胆,韩愈,0.59
叶公好龙,按兵不动,0.89
拉怪,卡关,0.91
抬手,推挡,0.79
驯熊师,刘德华,0.27
连击,存档,0.87
国庆,劳动节,0.87
离职,离职,0.96
背包,逛馆,0.87
一人之下,斗破苍穹,0.8
收拾,购物,0.86
考古,文学,0.87
青花瓷,最美的期待,0.88
花鼓,拓印,0.82
唇亡齿寒,鸡犬升天,0.47
羡慕,烦闷,0.74
攻略,森林,0.68
冬至,卧薪尝胆,0.23
陨石,彗星,0.91
疑惑,冷淡,0.75
熊,守卫,0.85
讲解,听写,0.92
烛龙,女娲,0.87
炸鸡,立秋,0.6
山谷,山谷,0.96
混血儿,禁言长老,0.9
租车,登楼,0.89
陈奕迅,薛之谦,0.86
海洋,医学,0.9
夸父,玄女,0.75
后退,俯冲,0.89
愉快,期待,0.89
周深,起风了,0.67
教程,不良人,0.46
惆怅,释怀,0.91
踢踏,拿鸡毛,0.26
卧薪尝胆,转身,0.21
雷公,女娲,0.86
孟子,失落,0.29
弯腰,握拳,0.9
存档,打野,0.88
委屈,烦躁,0.88
打扫,理发,0.81
杯水车薪,一箭双雕,0.81
招聘,倒挂,0.11
合成,喜羊羊,0.56
李荣浩,最美的期待,0.55
按部就班,凿壁借光,0.63
忐忑,心酸,0.7
剪纸,司马迁,0.51
盘腿,踢踏,0.85
吹笛者,摄梦人,0.9
旋转,转身,0.82
汇报,调休,0.89
光年之外,勇气,0.8
徒步,攻略,0.81
后来我们,红豆,0.84
顺水推舟,八面玲珑,0.79
害怕,失落,0.83
拿鸡毛,猪八戒照镜,0.76
负荆请罪,纸上谈兵,0.79
破釜沉舟,蒲松龄,0.67
生物,气候,0.77
负薪读书,升职,0.17
戏曲,陶瓷,0.82
做家务,丢垃圾,0.91
交接,加班,0.86
邯郸学步,狼狈为奸,0.62
杨千嬅,平凡之路,0.67
后羿,挟天子,0.54
面条,果汁,0.85
做家务,看海,0.14
忐忑,愤怒,0.77
河伯,女娲,0.82
名不副实,卧冰求鲤,0.51
登机,拍照,0.82
害怕,数码宝贝,0.25
单机,走位,0.84
狼人,隐狼,0.75
教育,美术,0.89
卫星,引力,0.79
整理,写作,0.9
露营,告白气球,0.24
亡羊补牢,老虎头上,0.6
月饼,豆腐,0.83
泥塑,贾宝玉,0.55
做作业,翻译,0.78
逛街,早起,0.81
新手,读档,0.76
熬夜,写作,0.08
处暑,元旦,0.76
地理,地理,0.98
蒲松龄,投笔从戎,0.58
孙燕姿,蔡依林,0.87
井然有序,一鸣惊人,0.77
小行星,日食,0.88
望梅止渴,盲人摸象,0.77
闯关,复活,0.79
催办,自检,0.9
疲惫,激动,0.78
闻鸡起舞,负荆请罪,0.83
柳宗元,敬佩,0.11
黔驴技穷,居安思危,0.83
麻辣烫,天文,0.25
青龙,毛遂自荐,0.52
数学,天体,0.91
厌烦,开心,0.61
集章,值机,0.81
音乐,计算,0.76
蚩尤,西王母,0.77
失望,期待,0.91
公会,白蛇缘起,0.59
汇报,入职,0.8
焦虑,满足,0.9
望远镜,卫星,0.77
需求,汇报,0.78
高山流水,一字千金,0.8
提问,阅读,0.77
红豆,红豆,0.99
海阔天空,峡谷,0.27
释怀,跟进,0.28
臭豆腐,馄饨,0.89
生物,立秋,0.26
行李,悲伤,0.24
琴棋,越剧,0.84
踮脚,踢踏,0.79
白泽,玄鸟,0.79
联机,妖精尾巴,0.54
楹联,越剧,0.86
望梅止渴,悬梁刺股,0.51
陶瓷,太阳系,0.15
潜狼,通灵师,0.81
夏目友人帐,犬夜叉,0.76
握拳,自相矛盾,0.19
秋分,儿童节,0.89
嫉妒,无奈,0.82
卧冰求鲤,名不副实,0.51
小葱拌豆腐,戏曲,0.27
文天祥,关羽,0.82
悬梁刺股,纸上谈兵,0.83
加班,测试,0.81
落地,落地,0.96
懊悔,兴奋,0.81
联机,升级,0.91
八仙过海,丘比特,0.17
京剧,龙舟,0.88
盘瓠,精卫,0.82
懊悔,压抑,0.78
大禹,约法三章,0.51
关羽,懊悔,0.16
言叶之庭,判官,0.08
模拟,预读,0.91
后羿,青龙,0.88
昆曲,秧歌,0.91
夜游,冰川,0.67
摇头,烤鱼,0.21
海洋,天文,0.77
招聘,对齐,0.76
老子,文天祥,0.78
勇气,光年之外,0.8
言叶之庭,熊出没,0.84
礁石,山谷,0.8
担忧,失落,0.86
白泽,伏羲,0.8
哑巴吃黄连,杯水车薪,0.79
厌烦,羞涩,0.82
平静,失落,0.88
画地为牢,完璧归赵,0.63
庄子,天王星,0.21
害怕,失落,0.79
滥竽充数,八面玲珑,0.89
冷漠,失望,0.85
七夕,白露,0.86
井底之蛙,井水不犯,0.78
铁杵磨针,老马识途,0.78
判官,挑灯夜战,0.15
卫星,流星雨,0.82
同舟共济,守口如瓶,0.81
里程碑,周报,0.84
混血儿,机械狼,0.91
云雾,晚霞,0.75
七夕,臭豆腐,0.63
协同,评审,0.81
斗破苍穹,犬夜叉,0.76
纪念品,雪峰,0.62
不良人,新手,0.57
背诵,解答,0.8
总结,预读,0.91
引力,星云,0.78
理财,迷茫,0.17
肉夹馍,甜品,0.75
政治,园艺,0.77
预备役,丘比特,0.8
赶鸭子上架,狗尾续貂,0.76
谭维维,言叶之庭,0.14
挑灯夜战,守株待兔,0.87
嫦娥,背水一战,0.55
蜡笔小新,滑行,0.27
月球,星座,0.78
秦始皇,评书,0.45
红移,陨石,0.89
惊喜,期待,0.73
侧步,踮脚,0.83
居安思危,雷公,0.52
行星,火星,0.78
安心,依恋,0.9
匆匆那年,告白气球,0.76
极光,瀑布,0.88
高山流水,麒麟,0.53
庙会,秧歌,0.84
井底之蛙,黄鼠狼拜年,0.86
书法,陶瓷,0.8
愧疚,安心,0.91
猫哭耗子,水中捞月,0.87
母亲节,麻花,0.63
朱雀,四面楚歌,0.63
期待,心疼,0.89
测绘,礁石,0.22
王安石,投笔从戎,0.62
打野,塔防,0.82
喜悦,灵笼,0.24
平静,欣喜,0.77
换汇,樱花,0.65
晾晒,读书,0.81
预备役,村民,0.84
开心,羞怯,0.74
培训,协同,0.9
体面,后来,0.89
瞎子点灯,黄鼠狼拜年,0.76
陆游,郑板桥,0.87
激昂,峡谷,0.11
朱雀,神农,0.77
后退,懊悔,0.15
拓印,青铜,0.89
皮影,孟子,0.59
重阳,粽子,0.6
打扫,丢垃圾,0.83
小幸运,张学友,0.67
兔子尾巴,弓步,0.17
孟子,诸葛亮,0.88
张学友,毛不易,0.8
女魃,孟婆,0.76
洗碗,打扫,0.84
俯身,侧步,0.81
滥竽充数,订票,0.21
触龙说赵,四面楚歌,0.8
转机,攻略,0.86
唇亡齿寒,真挚,0.08
愧疚,愤懑,0.86
圣斗士,技能,0.56
烤鱼,夏至,0.62
网购,理财,0.87
激动,欣慰,0.91
李白,灯谜,0.48
图穷匕见,图穷匕见,0.97
风车,茶园,0.8
弓步,鬼灭之刃,0.11
灯谜,石雕,0.85
白狼,猎人,0.8
熊,预备役,0.76
雪中送炭,破釜沉舟,0.53
百发百中,守口如瓶,0.83
盘腿,弹跳,0.84
空间站,星云,0.87
复盘,日报,0.9
立春,儿童节,0.89
孙悟空,图穷匕见,0.65
倒挂,旋转,0.79
红移,换汇,0.09
狼人,盗贼,0.78
纸上谈兵,叶公好龙,0.62
漆器,战绩,0.12
青花瓷,晴天,0.81
催办,培训,0.9
默写,讨论,0.89
锦上添花,心猿意马,0.89
茶园,夜色,0.84
安检,观光,0.89
兴奋,释然,0.88
登顶,瀑布,0.56
狐妖小红娘,哆啦A梦,0.92
沙漠,悬崖,0.91
烧烤,麻花,0.78
石桥,丹霞,0.87
雪中送炭,八仙过海,0.57
张学友,青花瓷,0.61
罗小黑战记,铃芽之旅,0.8
小行星,火星,0.86
惆怅,失落,0.82
光年,行星,0.79
理解,模拟,0.84
觅食,背包,0.88
大公无私,望梅止渴,0.76
默写,阅读,0.91
海浪,林间,0.76
持之以恒,一鸣惊人,0.79
外卖,预读,0.25
父亲节,风之谷,0.12
夸父,麒麟,0.77
滥竽充数,邯郸学步,0.61
影子,女巫,0.87
加班,投标,0.85
小幸运,青花瓷,0.8
八仙过海,雪中送炭,0.57
控蓝,拉怪,0.91
猫哭耗子,名侦探柯南,0.16
教程,公会,0.76
蒲松龄,庙会,0.54
犬夜叉,圣斗士,0.87
交付,对接,0.78
需求,阅读,0.08
火箭,光年,0.82
蔡依林,薛之谦,0.78
海湾,牧场,0.82
风之谷,平凡之路,0.09
俯身,俯身,0.98
俯冲,班固,0.16
重阳,惊蛰,0.76
汤圆,螺蛳粉,0.86
持之以恒,背水一战,0.62
四面楚歌,朱雀,0.63
立冬,外星人,0.22
祖冲之,李清照,0.81
花灯,评弹,0.83
坦诚,疑惑,0.82
值机,登楼,0.88
鹤立鸡群,鹤立鸡群,0.98
王勃,约法三章,0.63
夜曲,红豆,0.83
弓步,林黛玉,0.12
开心,激昂,0.76
平凡之路,青花瓷,0.81
小满,立冬,0.78
方案,审核,0.87
幽游白书,星球,0.21
起身,弯腰,0.78
观光,瀑布,0.67
洗碗,草原,0.1
进击的巨人,犬夜叉,0.76
招聘,周报,0.83
周深,稻香,0.59
国庆,复盘,0.24
苏轼,林黛玉,0.79
小满,大暑,0.89
煎饼,肉夹馍,0.79
气象,哲学,0.79
激昂,苦闷,0.79
平静,欣慰,0.89
陈奕迅,张杰,0.9
船到桥头,自相矛盾,0.54
狼人,喜悦,0.15
皮肤,手柄,0.9
约法三章,老鼠过街,0.17
养宠,红豆,0.22
和尚打伞,小葱拌豆腐,0.79
行星,宇宙,0.91
庙会,张良,0.63
社火,花灯,0.81
惊恐,淡定,0.65
鞠躬,罗小黑战记,0.21
药学,语文,0.87
井底之蛙,竹竿进城,0.76
洗衣,丢垃圾,0.8
存档,单机,0.8
最美的期待,邓紫棋,0.64
郑和,木偶,0.48
烦躁,懊悔,0.62
忐忑,轻松,0.91
引力波,水星,0.86
司马光,滥竽充数,0.15
肉夹馍,赶车,0.28
查阅,阅读,0.75
夜色,森林,0.9
曹操,单刀赴会,0.52
纸上谈兵,负荆请罪,0.81
天文,张学友,0.27
拓印,年画,0.82
祖冲之,诸葛亮,0.78
租房,养宠,0.89
兔子尾巴,铁杵磨针,0.81
复活节,春节,0.86
谷雨,立冬,0.79
指鹿为马,围魏救赵,0.83
芒种,万圣节,0.84
愤怒,震惊,0.7
通风,判官,0.15
以卵击石,幽游白书,0.22
雨水,汇报,0.21
挥手,陶瓷,0.16
养宠,做梦,0.89
演员,告白气球,0.81
林俊杰,谭维维,0.85
轨道,红移,0.89
完璧归赵,黔驴技穷,0.81
馄饨,沙拉,0.85
腾挪,停下,0.83
气候,楹联,0.15
夜曲,海阔天空,0.83
追剧,冲茶,0.92
狼王,悬梁刺股,0.21
背水一战,凿壁借光,0.76
大禹,四面楚歌,0.56
溪流,攻略,0.59
卫星,土星,0.76
云海,云海,0.97
龙舟,悲伤,0.13
面条,父亲节,0.52
年画,篆刻,0.86
老马识途,女巫,0.27
狼狈为奸,弹跳,0.08
秦时明月,魔女宅急便,0.87
中秋,七夕,0.86
俯身,起身,0.91
李清照,司马迁,0.91
读书,通勤,0.76
圣斗士,圣斗士,0.96
归纳,上课,0.77
薛之谦,周深,0.78
前进,前进,0.97
翻滚,盘腿,0.81
春分,大暑,0.79
点头,管理,0.17
做题,听课,0.78
韩信,曹操,0.92
狼骑士,白狼王,0.81
稻香,小幸运,0.78
石雕,编钟,0.87
视角,沙盒,0.88
你的名字,过图,0.6
心酸,心酸,0.96
千与千寻,蜡笔小新,0.81
峡谷,湖泊,0.8
祝融,貔貅,0.83
民宿,稻田,0.6
弹跳,停下,0.81
听讲,练习,0.8
孔子,李白,0.84
抄写,写论文,0.87
戏曲,评弹,0.82
愚者,评审,0.27
铃芽之旅,火影,0.89
红豆,红豆,0.97
蜻蜓点水,狼王,0.25
叶公好龙,指鹿为马,0.6
辛弃疾,心猿意马,0.22
小幸运,夜曲,0.75
百发百中,画饼充饥,0.83
七夕,圣诞,0.84
李白,孙悟空,0.83
审核,审核,0.98
疲惫,烦躁,0.75
逛馆,泡汤,0.9
需求,周报,0.8
无奈,震撼,0.65
抬头,翻滚,0.84
视角,连击,0.82
对症下药,盲人摸象,0.92
测验,预读,0.77
最美的期待,李荣浩,0.55
做梦,打扫,0.92
貔貅,西王母,0.84
暗能量,黑洞,0.86
心猿意马,负荆请罪,0.55
立夏,处暑,0.82
约法三章,挟天子,0.86
昆曲,龙舟,0.77
对症下药,守株待兔,0.79
哲学,许嵩,0.26
石像鬼,骑士,0.86
卧冰求鲤,年画,0.28
投笔从戎,祖冲之,0.68
对接,会议,0.91
王勃,秦始皇,0.9
奶茶,泡芙,0.83
停下,抬头,0.89
摄梦人,梦魇,0.76
庙会,蒲松龄,0.54
心酸,释然,0.73
煎饼,奶茶,0.77
农学,护理,0.76
敬佩,担忧,0.82
秧歌,香道,0.78
麻花,母亲节,0.63
弹跳,旋转,0.78
礁石,蹲下,0.23
红猪,皮肤,0.52
毛不易,后来,0.65
挥拳,握拳,0.76
外卖,起床,0.8
陆游,全职猎人,0.25
书法,年画,0.81
攻略,泡汤,0.87
掉线,连击,0.89
约法三章,大禹,0.51
白蛇缘起,哆啦A梦,0.89
跟踪,催办,0.84
竹编,王安石,0.61
水星,水星,0.98
女巫,忐忑,0.11
晚霞,瀑布,0.89
复述,批改,0.79
寒露,酸辣粉,0.55
月球,日食,0.86
圣斗士,虹猫蓝兔,0.91
麒麟,玄鸟,0.84
秦始皇,司马迁,0.76
看海,赶车,0.82
烧烤,螺蛳粉,0.91
瀑布,登顶,0.56
无奈,孤寂,0.81
张学友,小幸运,0.67
编钟,评弹,0.86
欣慰,平和,0.77
默写,听写,0.81
破釜沉舟,雪中送炭,0.53
无聊,疲惫,0.81
农学,农学,0.98
平凡之路,杨千嬅,0.67
单机,孤独,0.29
换汇,山谷,0.56
真空,星座,0.75
起风了,周深,0.67
会议,舞狮,0.19
饺子,饺子,0.97
雨水,海阔天空,0.24
转机,奶茶,0.22
望远镜,天体,0.88
引力,行星,0.81
完璧归赵,悬梁刺股,0.86
羞涩,失落,0.84
早起,狐妖小红娘,0.18
地质,地质,0.99
存档,单机,0.79
兴奋,委屈,0.9
懊悔,烦躁,0.62
挥拳,前进,0.83
触龙说赵,惬意,0.21
告白,蔡依林,0.57
年画,李时珍,0.51
心理,医学,0.81
秀才遇鬼,黄鼠狼拜年,0.75
文学,天体,0.82
行李,背包,0.92
失落,喜悦,0.78
未闻花名,刺客伍六七,0.79
购物,运动,0.89
夸父,白泽,0.83
李时珍,评弹,0.58
懊悔,依恋,0.86
画蛇添足,完璧归赵,0.59
粥品,酸辣粉,0.8
猎魔人,凿壁借光,0.29
小笼包,馄饨,0.9
李白,鲁迅,0.8
狼狈为奸,心猿意马,0.83
潜伏,拍手,0.86
彗星,恒星,0.83
完璧归赵,张信哲,0.1
奶茶,月饼,0.76
青龙,青龙,0.96
邯郸学步,滥竽充数,0.61
腾挪,迈步,0.9
剪纸,灯谜,0.88
惊蛰,腊八,0.79
芒种,烤鸭,0.51
杜甫,孟子,0.77
盗贼,潜狼,0.87
犬夜叉,犬夜叉,0.99
河伯,河伯,0.98
灌篮高手,蜡笔小新,0.78
告白,后来我们,0.82
周深,许嵩,0.87
修灯,打扫,0.81
哪吒,貔貅,0.8
牧场,踢踏,0.24
轻松,温馨,0.8
震撼,羡慕,0.76
冲茶,通话,0.86
坐船,森林,0.68
披萨,大雪,0.53
潜狼,村民,0.76
伸手,奔跑,0.85
馄饨,后羿,0.25
斗罗大陆,千与千寻,0.85
四面楚歌,大禹,0.56
不良人,排查,0.17
草甸,海岸,0.8
同舟共济,井水不犯,0.57
战绩,连麦,0.82
猎魔人,混血儿,0.92
羞愧,迷茫,0.9
铁杵磨针,赶鸭子上架,0.82
凿壁借光,毛遂自荐,0.78
老马识途,铁杵磨针,0.9
气候,历史,0.84
那英,林俊杰,0.8
塔防,排位,0.92
杜甫,岳飞,0.83
法学,生物,0.82
